id,year,thumbnail,image,largeImage,_label,_iiif,_Description,_Publication/creation,_Physical description,_Contributors,_Type/technique,_Subjects,_Attribution and usage,keywords,_Notes,
998da391bc563a0d91cab9bd52b3a1f3,,"https://iiif.wellcomecollection.org/image/b20161189_0001.jp2/full/95,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20161189_0001.jp2/full/764,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20161189_0001.jp2/full/full/0/default.jpg,"British Red Cross Society 1914 : [a man in naval uniform [?] attends a soldier lying on the ground, a horse-drawn ambulance in the background].",https://iiif.wellcomecollection.org/presentation/b20161189,<p>One of a series of gummed stamps or seals that were sold to raise funds for the British Red Cross at the start of the first world war.</p>,"[Place of publication not identified] : [publisher not identified], 1914.",1 broadside : color illustrations , 6 cm,,Ephemera,"World War, 1914-1918",Wellcome Collection,"Red Cross Society,British Red Cross,naval uniform,Society",
7d295eef9a14d66dabc44fc705ed5a0d,,"https://iiif.wellcomecollection.org/image/b16659259_0001.jp2/full/127,125/0/default.jpg","https://iiif.wellcomecollection.org/image/b16659259_0001.jp2/full/1025,1004/0/default.jpg",https://iiif.wellcomecollection.org/image/b16659259_0001.jp2/full/full/0/default.jpg,"1931, 1932 P.T.A. Milk Fund, Superior Wis.",https://iiif.wellcomecollection.org/presentation/b16659259,"<p>Two charity or cinderella stamps (NOT postage stamps) from a sheet issued at Christmas 1931. This shows a stylized green and white Christmas tree on a red background. White border blank area occupies the left half of the stamp. These would have been sold to raise money for the Milk Fund (providing milk for thse who couldn't afford it (P.T.A. implies it may have been aimed at school children) in Superior, Wisconsin. These stamps would have been stuck onto Chrtistmas card envelopes to brighten them up and spread awareness of the charity.</p>","Superior : Superior (Wis.) P.T.A. Health Milk Fund, 1931.",1 broadside : color illustrations , 5 cm,Superior (Wis.) P.T.A. Health Milk Fund.,Ephemera,Milk,Wellcome Collection,"Milk Fund,Superior,Fund,Milk",
123801839d673186e1c66a96058a3c93,,"https://iiif.wellcomecollection.org/image/b28674236_0001.jp2/full/121,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674236_0001.jp2/full/974,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674236_0001.jp2/full/full/0/default.jpg,C Card available here.,https://iiif.wellcomecollection.org/presentation/b28674236,<p>Sticker indicating a place distributing free condoms on production of  a 'C Card' (a plastic card allowing the bearer to pick up free condoms from various points in Edinburgh as part of Lothian Health Board / Edinburgh Health Care NHS Trust's campaign against AIDS / HIV).</p>,[between 1990 and 1995?],1 sheet , 12 x 12 cm,Lothian Health Board,Ephemera,Condoms,Wellcome Collection,"Lothian Health Board,Care NHS Trust,Health Care NHS,Wellcome Collection","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
0913c9fe9eddd30478ef06bc7178da84,,"https://iiif.wellcomecollection.org/image/b20161165_0001.jp2/full/97,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20161165_0001.jp2/full/780,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20161165_0001.jp2/full/full/0/default.jpg,British Red Cross Society 1914 : [nurse with arms stretched out from her sides].,https://iiif.wellcomecollection.org/presentation/b20161165,<p>One of a series of gummed stamps or seals that were sold to raise funds for the British Red Cross at the start of the first world war.</p>,"[Place of publication not identified] : [publisher not identified], 1914.",1 broadside : color illustrations , 6 cm,,Ephemera,"World War, 1914-1918",Wellcome Collection,"Red Cross Society,British Red Cross,Society,Red",
70a24a740b12d0e99bc9bba782e561b5,,"https://iiif.wellcomecollection.org/image/b28491142_0001.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491142_0001.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491142_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. Poincaré].,https://iiif.wellcomecollection.org/presentation/b28491142,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
8dad9519c7441f536617c4a66be2ad70,,"https://iiif.wellcomecollection.org/image/b28674674_0001.jp2/full/118,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674674_0001.jp2/full/951,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674674_0001.jp2/full/full/0/default.jpg,Do you come here often?,https://iiif.wellcomecollection.org/presentation/b28674674,<p>Rectangular sticker showing 2 hands opening a condom pack and a condom jumping out. Part of the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>,[between 1990 and 1995?],1 sheet : colour , 13 x 12 cm,Take Care (Health Campaign),Ephemera,Condoms,Wellcome Collection,"Rectangular sticker,presentation,Care,AIDS","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
985adcc5c1417d551068185c61a4b5a4,,"https://iiif.wellcomecollection.org/image/b28491221_0001.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491221_0001.jp2/full/806,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491221_0001.jp2/full/3223,4096/0/default.jpg",[Collector's sheet for mounting American Red Cross fund-raising Christmas seals / stickers from 1907-1916. Includes 6 stuck into place].,https://iiif.wellcomecollection.org/presentation/b28491221,,1951,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"raising Christmas seals,American Red Cross,mounting American Red,Red Cross fund",,
0f2e4601e9a3610128f1dba20818124b,,"https://iiif.wellcomecollection.org/image/b20453280_EPH_1_44_0001.jp2/full/93,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20453280_EPH_1_44_0001.jp2/full/751,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b20453280_EPH_1_44_0001.jp2/full/3003,4096/0/default.jpg",Création du domaine des invalides de la Légion étrangère à Puyloubier.,https://iiif.wellcomecollection.org/presentation/b20453280,"<p>Fund raising stamp or seal from a book of 6 with 3 different designs, sold to raise funds to build a home for disabled veteran military men from the French Foreign Legion in Puyloubier. The image shows a man in uniform without a right arm walking with a stick past a large building in landscaped grounds.</p>","[Place of publication not identified] : [publisher not identified], [between 1910 and 1919?]",1 stamp : color illustrations , 44 x 32 mm,,Ephemera,Soldiers,Wellcome Collection,"de la Légion,la Légion étrangère,Création du domaine,du domaine des",
9efae5de51e7fe6eddb4cf7925750de3,,"https://iiif.wellcomecollection.org/image/b28490757_0001.jp2/full/112,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490757_0001.jp2/full/903,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490757_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund. Victory].,https://iiif.wellcomecollection.org/presentation/b28490757,,[Between 1914 and 1918],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Daily Mail Red,Red Cross Fund,Mail Red Cross,Fund",,
1acb5410a116cf2cdbe6b978ab5511d5,,"https://iiif.wellcomecollection.org/image/b28674108_0001.jp2/full/126,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674108_0001.jp2/full/1011,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674108_0001.jp2/full/full/0/default.jpg,C-Card pick-up point : available here.,https://iiif.wellcomecollection.org/presentation/b28674108,<p>Sticker indicating a place distributing free condoms on production of  a 'C Card' (a plastic card allowing the bearer to pick up free condoms from various points in Edinburgh as part of Lothian Health Board / Edinburgh Health Care NHS Trust's campaign against AIDS / HIV).</p>,[approximately 1995?],1 sheet , 12 x 12 cm,Lothian Health Board,Ephemera,Condoms,Wellcome Collection,"Lothian Health Board,Care NHS Trust,Health Care NHS,Health","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
3cb44de9bc4434c3b6669a76ed804b22,,"https://iiif.wellcomecollection.org/image/b29222709_0001.jp2/full/128,121/0/default.jpg","https://iiif.wellcomecollection.org/image/b29222709_0001.jp2/full/1025,971/0/default.jpg",https://iiif.wellcomecollection.org/image/b29222709_0001.jp2/full/full/0/default.jpg,An opening into Taking Care.,https://iiif.wellcomecollection.org/presentation/b29222709,<p>Circular sticker (292 mm diameter) showing 2 hands opening a condom pack. Part of the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>,[between 1990 and 1995?],1 sheet : colour , 30 x 30 cm,Take Care (Health Campaign),Ephemera,Condoms,Wellcome Collection,"Taking Care,Care,Circular sticker,Wellcome Collection","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
97807d8664492b9f332888b55c88cc11,,"https://iiif.wellcomecollection.org/image/b28674637_0001.jp2/full/56,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674637_0001.jp2/full/454,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674637_0001.jp2/full/full/0/default.jpg,Take Care.,https://iiif.wellcomecollection.org/presentation/b28674637,"<p>Backing sheet with 2 round (32 mm) 'Take Care' stickers on it, promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign red and magenta symbol.</p>",[between 1990 and 1997?],1 sheet , 9 x 4 cm,Take Care (Health Campaign),Ephemera,Health Education,Wellcome Collection,"Care,Health Services Archive,Wellcome Collection,Health","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
384e6bde955c19d5acb518cb78f5f48d,,"https://iiif.wellcomecollection.org/image/b28490873_0001.jp2/full/108,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490873_0001.jp2/full/866,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490873_0001.jp2/full/full/0/default.jpg,"[French Red Cross charity stamp showing a deity riding a chariot drawn by 4 horses through clouds (""Advolat auxilium"")].",https://iiif.wellcomecollection.org/presentation/b28490873,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,World War,Red Cross charity,Advolat",,
0b03082a7037dd8d5d069a1088015171,,"https://iiif.wellcomecollection.org/image/b28674765_0001.jp2/full/127,124/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674765_0001.jp2/full/1025,1000/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674765_0001.jp2/full/full/0/default.jpg,Take Care.,https://iiif.wellcomecollection.org/presentation/b28674765,"<p>Circular (95 mm) 'Take Care' window sticker, promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign red and magenta symbol.</p>",[between 1990 and 1997?],1 sheet , 10 x 10 cm,Take Care (Health Campaign),Ephemera,Health Education,Wellcome Collection,"Care,Health Services Archive,Wellcome Collection,Health","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
381452b3f5652207ebe36315798a5921,,"https://iiif.wellcomecollection.org/image/b28508944_0001.jp2/full/105,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508944_0001.jp2/full/841,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508944_0001.jp2/full/3363,4096/0/default.jpg","[Multiple sheet of 6 perforated gummed stickers celebrating the stamp centenary exhibition and ""sold in aid of the Lord Mayor's Red Cross and St. John Fund."" Printed in green].",https://iiif.wellcomecollection.org/presentation/b28508944,,1940,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"John Fund,Lord Mayor,Multiple sheet,Red Cross",,
9443439e8223089df1f2126eed75e4a4,,"https://iiif.wellcomecollection.org/image/b28674388_0001.jp2/full/127,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674388_0001.jp2/full/1025,1020/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674388_0001.jp2/full/full/0/default.jpg,Take Care of the one you love / LHB.,https://iiif.wellcomecollection.org/presentation/b28674388,<p>Sticker promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>,[between 1990 and 1995?],1 sheet , 10 x 10 cm,Lothian Health Board,Ephemera,Safe Sex,Wellcome Collection,"HIV prevention,Lothian Health Board,AIDS,Copy","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
b70556274658bb72f237c0553ce51ee9,,"https://iiif.wellcomecollection.org/image/b20186745_0001.jp2/full/95,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20186745_0001.jp2/full/766,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20186745_0001.jp2/full/full/0/default.jpg,Sanax vibrator : 18.,https://iiif.wellcomecollection.org/presentation/b20186745,"<p>One of a series of at least 18 gummed paper stickers (poster stamps) advertising Sanax hand-held electric vibrators showing them being used by men and women on arms, legs, chest, chin etc. No.18 shows a woman sitting, using the vibrator on her face.</p>","[Place of publication not identified] : [publisher not identified], [between 1900 and 1909?]",1 broadside : color illustrations , 6  x 41 cm,,Ephemera,Vibrators,Wellcome Collection,"advertising Sanax hand,gummed paper stickers,poster stamps,chin etc",
55c215027b879ff093b527a037dde5f2,,"https://iiif.wellcomecollection.org/image/b16642247_EPH_2_0_0001.jp2/full/88,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b16642247_EPH_2_0_0001.jp2/full/707,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b16642247_EPH_2_0_0001.jp2/full/2825,4096/0/default.jpg","In aid of the ""Jack Cornwell"" Ward at the Star & Garter Home.",https://iiif.wellcomecollection.org/presentation/b16642247,"<p>'Jack' Cornwell was wounded during the battle of Jutland in 1916 aboard the H.M.S. Chester and subsequently died, not yet 17 years old. He was awarded the Victoria Cross. This is a charity stamp with a portrait of him that would have been sold to raise funds for the ward named after him at the Star & Garter Home (presumably the one on Richmond Hill,Surrey) for severely disabled sailors and soldiers.</p>","[Place of publication not identified] : ['Star and Garter' Fund], [1917?]","1 broadside : illustrations, portrait ; 6 cm",Royal Star & Garter Homes.,Ephemera,Sailors,Wellcome Collection,"Jack Cornwell,Garter Home,years old,subsequently died",,
d541645868e6875cac462f284b75dafe,,"https://iiif.wellcomecollection.org/image/b18043173_EPH_3A_18_0001.jp2/full/81,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b18043173_EPH_3A_18_0001.jp2/full/653,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b18043173_EPH_3A_18_0001.jp2/full/2609,4096/0/default.jpg",Leur rendre santé et joie : 3 fr. : [magenta] / Mutualité Postale.,https://iiif.wellcomecollection.org/presentation/b18043173,<p>3 franc Mutualité Postale charity stamp (ca. 1919?) sold to raise funds. The image implies for the rehabiltation of wounded servicemen.</p>,"Paris : Mutualité Postale, [1919?] (Paris : Jules Douy)",1 broadside : illustrations , 4 cm,Mutualité Postale.,Ephemera,Charities,Wellcome Collection,"Mutualité Postale,Leur rendre santé,santé et joie,Postale",
6eb561ec692babad2033f4358ee0840c,,"https://iiif.wellcomecollection.org/image/b28674406_0001.jp2/full/124,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674406_0001.jp2/full/993,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674406_0001.jp2/full/full/0/default.jpg,It's time to Take Care / LHB.,https://iiif.wellcomecollection.org/presentation/b28674406,<p>Window sticker (white background) promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>,[between 1990 and 1995?],1 sheet , 10 x 10 cm,Lothian Health Board,Ephemera,Safe Sex,Wellcome Collection,"Window sticker,HIV prevention,Lothian Health Board,AIDS","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
7feed71ab98a3cc80c5de4179272145c,,"https://iiif.wellcomecollection.org/image/b20158804_0001.jp2/full/97,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20158804_0001.jp2/full/782,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20158804_0001.jp2/full/full/0/default.jpg,British Red Cross Society 1914 : [nurse kneeling with Britannia [?] behind her].,https://iiif.wellcomecollection.org/presentation/b20158804,<p>One of a series of gummed stamps or seals that were sold to raise funds for the British Red Cross at the start of the first world war.</p>,"[Place of publication not identified] : [publisher not identified], 1914.",1 broadside : color illustrations , 6 cm,,Ephemera,"World War, 1914-1918",Wellcome Collection,"Red Cross Society,British Red Cross,Society,Red",
784f62e563de085b568b60281c32d861,,"https://iiif.wellcomecollection.org/image/b28508531_0001.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508531_0001.jp2/full/807,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28508531_0001.jp2/full/full/0/default.jpg,[Sticker showing a bird (tornirisk). Sold to raise funds for Danish Red Cross Week. ].,https://iiif.wellcomecollection.org/presentation/b28508531,,1994,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Sticker showing,tornirisk,Wellcome Collection,Red Cross Week",,
88d5a357c33dde8dffb7fcb3be1fff63,,"https://iiif.wellcomecollection.org/image/b28491026_0001.jp2/full/128,100/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491026_0001.jp2/full/1025,804/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491026_0001.jp2/full/full/0/default.jpg,"[5 fund raising stickers for the Austrian Red Cross featuring rehabilitation, nursing and transport of wounded soldiers].",https://iiif.wellcomecollection.org/presentation/b28491026,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Cross featuring rehabilitation,Red Cross featuring",,
32323566f3f8003df5abb2ba6fe47de5,,"https://iiif.wellcomecollection.org/image/b28491026_0002.jp2/full/128,102/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491026_0002.jp2/full/1025,816/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491026_0002.jp2/full/full/0/default.jpg,"[5 fund raising stickers for the Austrian Red Cross featuring rehabilitation, nursing and transport of wounded soldiers].",https://iiif.wellcomecollection.org/presentation/b28491026,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Cross featuring rehabilitation,Red Cross featuring",,
26726abf1509baef0595f682f40a8601,,"https://iiif.wellcomecollection.org/image/b28491026_0003.jp2/full/100,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491026_0003.jp2/full/801,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491026_0003.jp2/full/full/0/default.jpg,"[5 fund raising stickers for the Austrian Red Cross featuring rehabilitation, nursing and transport of wounded soldiers].",https://iiif.wellcomecollection.org/presentation/b28491026,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Cross featuring rehabilitation,Red Cross featuring",,
3f87ad1e9dcedf4e4f5022135b74470e,,"https://iiif.wellcomecollection.org/image/b28491026_0004.jp2/full/102,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491026_0004.jp2/full/820,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491026_0004.jp2/full/full/0/default.jpg,"[5 fund raising stickers for the Austrian Red Cross featuring rehabilitation, nursing and transport of wounded soldiers].",https://iiif.wellcomecollection.org/presentation/b28491026,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Cross featuring rehabilitation,Red Cross featuring",,
180c5d02ab3345f0d9d1833928977191,,"https://iiif.wellcomecollection.org/image/b28491026_0005.jp2/full/99,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491026_0005.jp2/full/800,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491026_0005.jp2/full/full/0/default.jpg,"[5 fund raising stickers for the Austrian Red Cross featuring rehabilitation, nursing and transport of wounded soldiers].",https://iiif.wellcomecollection.org/presentation/b28491026,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,Austrian Red Cross,Cross featuring rehabilitation,Red Cross featuring",,
15f6d3a66368bb35e19ce74e972e8dae,,"https://iiif.wellcomecollection.org/image/b28491063_0001.jp2/full/102,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491063_0001.jp2/full/818,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491063_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. Foch].,https://iiif.wellcomecollection.org/presentation/b28491063,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
5d2d37b93d1fc503d9c9f9abf5178d6f,,"https://iiif.wellcomecollection.org/image/b28490915_0001.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490915_0001.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490915_0001.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Cameron Highlanders, Black Watch and the Cameronians (Scottish Rifles)].",https://iiif.wellcomecollection.org/presentation/b28490915,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Society Scottish Branch,Cross Society Scottish,British Red Cross,Red Cross Society",,
ecd45f951a3e59aebf187d5a501131af,,"https://iiif.wellcomecollection.org/image/b28490915_0002.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490915_0002.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490915_0002.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Cameron Highlanders, Black Watch and the Cameronians (Scottish Rifles)].",https://iiif.wellcomecollection.org/presentation/b28490915,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Society Scottish Branch,Cross Society Scottish,British Red Cross,Red Cross Society",,
3e17f138a0429b585805bbb254895b26,,"https://iiif.wellcomecollection.org/image/b28490915_0003.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490915_0003.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490915_0003.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Cameron Highlanders, Black Watch and the Cameronians (Scottish Rifles)].",https://iiif.wellcomecollection.org/presentation/b28490915,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Society Scottish Branch,Cross Society Scottish,British Red Cross,Red Cross Society",,
ad3250ccaa54dfadeea10d8bb6014b13,,"https://iiif.wellcomecollection.org/image/b2018671x_0001.jp2/full/90,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b2018671x_0001.jp2/full/725,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b2018671x_0001.jp2/full/full/0/default.jpg,Sanax vibrator : 15.,https://iiif.wellcomecollection.org/presentation/b2018671x,"<p>One of a series of at least 18 gummed paper stickers (poster stamps) advertising Sanax hand-held electric vibrators showing them being used by men and women on arms, legs, chest, chin etc. No.15 shows a man sitting, using the vibrator on his upper left leg.</p>","[Place of publication not identified] : [publisher not identified], [between 1900 and 1909?]",1 broadside : color illustrations , 6  x 41 cm,,Ephemera,Vibrators,Wellcome Collection,"advertising Sanax hand,gummed paper stickers,poster stamps,chin etc",
e1b1da38b42f9acfc0e5b6298e451b46,,"https://iiif.wellcomecollection.org/image/b28490927_0001.jp2/full/96,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490927_0001.jp2/full/771,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490927_0001.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Argyll & Sutherland Highlanders, Seaforth Highlanders and the Royal Scots].",https://iiif.wellcomecollection.org/presentation/b28490927,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Society Scottish Branch,Cross Society Scottish,British Red Cross,Red Cross Society",,
3c6d453c221a2f6a87b817bd6e926823,,"https://iiif.wellcomecollection.org/image/b28490927_0002.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490927_0002.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490927_0002.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Argyll & Sutherland Highlanders, Seaforth Highlanders and the Royal Scots].",https://iiif.wellcomecollection.org/presentation/b28490927,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Society Scottish Branch,Cross Society Scottish,British Red Cross,Red Cross Society",,
1332acfd8a51c13ee72b2782694aa368,,"https://iiif.wellcomecollection.org/image/b28490927_0003.jp2/full/97,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490927_0003.jp2/full/780,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490927_0003.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Argyll & Sutherland Highlanders, Seaforth Highlanders and the Royal Scots].",https://iiif.wellcomecollection.org/presentation/b28490927,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Society Scottish Branch,Cross Society Scottish,British Red Cross,Red Cross Society",,
13f18b94e11823c60e0dcb0af84e6524,,"https://iiif.wellcomecollection.org/image/b28674662_0001.jp2/full/128,125/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674662_0001.jp2/full/1025,1008/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674662_0001.jp2/full/full/0/default.jpg,[Taking Care campaign symbol circular sticker].,https://iiif.wellcomecollection.org/presentation/b28674662,<p>Circular sticker (95 mm diameter) of the Edinburgh 'Take Care' AIDS / HIV prevention campaign red and magenta symbol.</p>,[between 1990 and 1997?],1 sheet , 10 x 10 cm,Take Care (Health Campaign),Ephemera,Health Education,Wellcome Collection,"Taking Care campaign,HIV prevention campaign,mm diameter,AIDS","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
3ad13b69b51636f9118f47f9eb214c82,,"https://iiif.wellcomecollection.org/image/b28490745_0001.jp2/full/112,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490745_0001.jp2/full/899,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490745_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund. Hope].,https://iiif.wellcomecollection.org/presentation/b28490745,,[Between 1914 and 1918],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Daily Mail Red,Red Cross Fund,Mail Red Cross,Fund",,
58c2cf389665142659e71acdf2834f4a,,"https://iiif.wellcomecollection.org/image/b28490964_0001.jp2/full/88,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490964_0001.jp2/full/706,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490964_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the Austrian Red Cross featuring Prinz Eugen].,https://iiif.wellcomecollection.org/presentation/b28490964,,1914,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Wellcome Collection,Cross featuring Prinz,Austrian Red Cross,Fund raising sticker",,
162d89a3ff77c8888aedff64bc6f15ff,,"https://iiif.wellcomecollection.org/image/b28491051_0001.jp2/full/102,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491051_0001.jp2/full/819,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491051_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gl. Dubois].,https://iiif.wellcomecollection.org/presentation/b28491051,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Collection,presentation",,
